row_id,boardgame,min_players,max_players,min_playtime,max_playtime,minimum_age,avg_rating,num_ratings,complexity,wishlisted,total_plays,amazon_price,categories,url,description
1396,Rumble Nation,2,4,20,40,10,7.405,2283,1.82,1151,11421,39.99,Abstract Strategy; Civil War; Medieval; Territory Building,https://boardgamegeek.com/boardgame/266722/rumble-nation,Warlords lead their clans to dominate Japan through the use of dice and domino logic.
1397,BattleCON: War of Indines,2,4,15,60,9,7.635,1969,2.76,507,5992,,Card Game; Fighting; Print & Play,https://boardgamegeek.com/boardgame/89409/battlecon-war-of-indines,Combine a shared moveset with characters' unique style in this card battler.
1398,Fishing,3,5,40,60,8,7.322,2509,1.86,1289,10786,,Animals; Card Game; Nautical,https://boardgamegeek.com/boardgame/419195/fishing,"Use card tricks to catch fish, then use those fish as bait to catch more."
1399,Claustrophobia 1643,2,2,45,90,14,7.993,1589,2.69,1505,3741,,Adventure; Exploration; Fantasy; Fighting; Horror; Medieval; Miniatures,https://boardgamegeek.com/boardgame/257518/claustrophobia-1643,Zealots and vagabonds brave unspeakable horrors in the tunnels below New Jerusalem.
1400,Warhammer Quest,1,4,120,120,12,7.51,2587,2.69,1013,3683,,Adventure; Exploration; Fantasy; Fighting; Miniatures,https://boardgamegeek.com/boardgame/1634/warhammer-quest,Dungeon adventures in the Warhammer World.
1401,Whistle Stop,2,5,75,75,13,7.042,3736,2.76,1203,9678,43.65,American West; Trains,https://boardgamegeek.com/boardgame/221318/whistle-stop,Plot the best routes for your train to pick up and deliver goods cross-country.
1402,Legend of the Five Rings: The Card Game,2,2,45,90,14,7.345,2928,4.01,705,16795,29.99,Card Game; Collectible Components; Fantasy,https://boardgamegeek.com/boardgame/184151/legend-of-the-five-rings-the-card-game,Bring honor and glory to your clan by engaging in military and political conflicts.
1403,1812: The Invasion of Canada,2,5,90,90,10,7.343,2436,2.17,1084,4963,,American Indian Wars; Napoleonic; Wargame,https://boardgamegeek.com/boardgame/94246/1812-the-invasion-of-canada,Operational level wargame well-suited for team play in the War of 1812.
1404,Blokus Duo,2,2,10,20,5,6.832,6000,1.68,415,28637,38.2,Abstract Strategy; Territory Building,https://boardgamegeek.com/boardgame/16395/blokus-duo,Play geometric shapes from your hand for points -- but don't get blocked in!
1405,Fairy Tale,2,5,30,30,10,6.703,8996,1.77,1442,41769,,Card Game; Fantasy,https://boardgamegeek.com/boardgame/13823/fairy-tale,Fairy-themed card-drafting game with plenty of player interaction.
1406,Disney Lorcana,2,6,0,0,8,7.253,2990,2.12,509,97986,127.5,Card Game; Collectible Components,https://boardgamegeek.com/boardgame/369646/disney-lorcana,Create your own deck of Disney characters.
1407,Colossal Arena,2,5,40,60,8,6.756,7376,2.02,666,15801,,Card Game; Fantasy; Mythology,https://boardgamegeek.com/boardgame/105/colossal-arena,Place your bets. Power your beasts. Be the cagiest spectator in the arena.
1408,Cleopatra and the Society of Architects,3,5,60,60,10,6.8,6680,2.28,1139,11425,,Ancient,https://boardgamegeek.com/boardgame/22141/cleopatra-and-the-society-of-architects,Compete to build a three-dimensional palace for Cleopatra - Queen of the Nile.
1409,Crisis,1,5,45,120,14,7.472,2150,3.08,1072,7019,,Economic; Industry / Manufacturing; Political,https://boardgamegeek.com/boardgame/128721/crisis,Assume the role of business leaders to rebuild your company and create prosperity.
1410,Plague Inc.: The Board Game,1,4,60,60,14,7.354,3460,2.14,855,8886,,Medical; Video Game Theme,https://boardgamegeek.com/boardgame/195162/plague-inc-the-board-game,A board game version of the popular virus game.
1411,Planted: A Game of Nature & Nurture,2,5,20,30,10,7.256,2930,1.68,1937,10489,29.99,Environmental,https://boardgamegeek.com/boardgame/365104/planted-a-game-of-nature-and-nurture,Care for your very own collection of houseplants.
1412,Quartermaster General,2,6,90,90,12,7.268,2824,2.29,775,9676,,Wargame; World War II,https://boardgamegeek.com/boardgame/159473/quartermaster-general,"Secure supply, plan strategies, and as a team win the Second World War."
1413,Caylus Magna Carta,2,4,45,75,10,6.885,5018,2.87,529,9138,,Card Game; City Building; Economic; Medieval; Religious,https://boardgamegeek.com/boardgame/27364/caylus-magna-carta,"Build and use workers along an expanding road, but beware the fun crushing provost."
1414,Street Masters,1,4,45,120,14,7.941,1580,2.86,1046,12145,,Adventure; Card Game; Fantasy; Fighting; Miniatures; Puzzle; Video Game Theme,https://boardgamegeek.com/boardgame/218421/street-masters,Unique fighters take on vivid enemies in combat inspired by classic video games.
1415,18Chesapeake,2,6,180,180,13,7.615,1815,3.82,556,8364,,Economic; Trains; Transportation,https://boardgamegeek.com/boardgame/253608/18chesapeake,Ease yourself into 18XX by way of the Chesapeake Bay.
1416,Mythos Tales,1,10,60,120,13,7.349,2554,2.13,1270,7718,,Deduction; Horror; Murder / Mystery; Novel-based,https://boardgamegeek.com/boardgame/126100/mythos-tales,"Your team investigates horrors in Arkham, then gets quizzed on the results."
1417,Kraftwagen,2,4,75,75,10,7.225,2748,2.85,543,7339,,Economic; Industry / Manufacturing,https://boardgamegeek.com/boardgame/171879/kraftwagen,"Build, sell, and race cars at the dawn of the automotive age."
1418,Dead Man's Draw,2,4,15,15,13,6.856,6101,1.32,832,47480,20.0,Card Game; Pirates,https://boardgamegeek.com/boardgame/149155/dead-mans-draw,Use various pirate powers to push your luck in this quick card game.
1419,Witch's Brew,3,5,30,60,9,7.011,3910,1.87,882,10869,,Bluffing; Card Game; Fantasy,https://boardgamegeek.com/boardgame/34084/witchs-brew,Collect ingredients and make valuable potions by outguessing your opponents.
1420,Décorum,2,4,30,45,13,7.386,2396,2.02,1875,16608,54.95,Puzzle,https://boardgamegeek.com/boardgame/344554/decorum,A game of passive aggressive cohabitation.
1421,Steam Park,2,4,60,60,10,6.82,6090,2.12,1255,11775,42.99,City Building; Dice; Real-time; Science Fiction,https://boardgamegeek.com/boardgame/121410/steam-park,"Ready, set, roll! Create the best robot amusement park!"
1422,GIPF,2,2,30,60,9,7.085,3445,2.76,777,10875,31.12,Abstract Strategy,https://boardgamegeek.com/boardgame/527/gipf,Cycle your own pieces while slowly depleting your opponent's reserve.
1423,Wild Space,1,5,15,40,10,7.147,3165,2.08,948,17655,,Animals; Card Game; Science Fiction; Space Exploration,https://boardgamegeek.com/boardgame/298371/wild-space,Explore a new galaxy full of treasures and mysteries using card combos!
1424,Dracula vs Van Helsing,2,2,20,45,10,7.391,2434,1.75,1106,13291,,Card Game; Novel-based,https://boardgamegeek.com/boardgame/381278/dracula-vs-van-helsing,Suspenseful fight of Dracula and Van Helsing in Whitby.
1425,On Tour,1,8,20,20,7,6.839,5721,1.4,1656,32742,,Dice; Music; Number; Travel,https://boardgamegeek.com/boardgame/251412/on-tour,Plan the best tour route for your band across the USA or Europe.
1426,Battles of Westeros,2,2,60,120,12,7.234,3059,3.21,841,5025,99.0,Fantasy; Miniatures; Novel-based; Wargame,https://boardgamegeek.com/boardgame/67492/battles-of-westeros,Strategically outmaneuver your opponent with familiar Game of Thrones characters.
1427,SHŌBU,2,2,15,30,8,7.481,2163,1.88,1583,9146,34.95,Abstract Strategy,https://boardgamegeek.com/boardgame/272380/shobu,Use your stones to push all your opponent's stones off any one of four boards to win!
1428,EXIT: The Game – The Sunken Treasure,1,4,45,90,10,7.031,3729,1.8,365,4706,15.95,Deduction; Puzzle; Real-time,https://boardgamegeek.com/boardgame/226518/exit-the-game-the-sunken-treasure,Embark on an undersea trek to secure a treasure before your oxygen or clues run out.
1429,Gutenberg,1,4,60,120,10,7.288,2586,2.71,1359,6316,39.95,Industry / Manufacturing,https://boardgamegeek.com/boardgame/339958/gutenberg,Become a pioneer of printing and establish the most renowned workshop of your era.
1430,Arborea,1,5,90,120,14,7.559,1955,3.67,1790,5987,,Animals; Fantasy,https://boardgamegeek.com/boardgame/371077/arborea,Play as woodland spirits in this shared resource and worker placement euro game.
1431,Karak,2,5,45,45,7,7.175,3732,1.3,1230,23997,40.67,Adventure; Children's Game; Exploration; Fantasy; Fighting,https://boardgamegeek.com/boardgame/241477/karak,Heroes explore the mysterious dungeon of Karak Castle.
1432,It's a Wonderful Kingdom,1,2,45,45,14,7.084,3566,2.58,1120,13906,30.48,Card Game; Fantasy; Medieval,https://boardgamegeek.com/boardgame/327711/its-a-wonderful-kingdom,Build up your kingdom by getting your hands on the best cards.
1433,Pathfinder Adventure Card Game: Skull & Shackles – Base Set,1,4,90,90,13,7.28,2769,2.93,442,19671,36.99,Card Game; Fantasy; Fighting; Pirates,https://boardgamegeek.com/boardgame/151007/pathfinder-adventure-card-game-skull-and-shackles,Level up your party in this card-and-dice fantasy campaign set on the high seas.
1434,Pavlov's House,1,3,60,75,12,7.864,1609,2.81,1539,4657,96.24,Wargame; World War II,https://boardgamegeek.com/boardgame/219101/pavlovs-house,The Soviets defend a key strongpoint during the Battle of Stalingrad.
1435,Ancient Knowledge,2,4,75,75,12,7.139,3218,2.74,1538,11419,44.57,Ancient; Card Game; Civilization; Mythology,https://boardgamegeek.com/boardgame/338093/ancient-knowledge,Create unique card combinations to keep your civilization alive.
1436,Europa Universalis: The Price of Power,1,4,90,300,14,8.604,1345,4.69,1670,2729,,Age of Reason; Civilization; Economic; Exploration; Napoleonic; Negotiation; Pike and Shot; Political; Renaissance; Video Game Theme; Wargame,https://boardgamegeek.com/boardgame/254127/europa-universalis-the-price-of-power,Europe from the Hundred Years war to the Age of Revolution.
1437,A Touch of Evil: The Supernatural Game,2,8,60,120,12,6.984,4759,2.56,1041,9634,67.99,Adventure; Fighting; Horror; Murder / Mystery,https://boardgamegeek.com/boardgame/35815/a-touch-of-evil-the-supernatural-game,Dashing heroes battle fiendish creatures in Colonial America.
1438,Blood Bowl: Second Season Edition,2,2,60,180,12,8.492,1136,3.77,274,11043,,Fantasy; Fighting; Miniatures; Sports,https://boardgamegeek.com/boardgame/318472/blood-bowl-second-season-edition,"It’s not the winning or losing that matters, it’s the mayhem and violence that count!"
1439,No Retreat! The Russian Front,2,2,360,360,14,7.741,1752,3.16,826,3550,,Wargame; World War II,https://boardgamegeek.com/boardgame/68264/no-retreat-the-russian-front,Choose a side and lead it to victory in this epic struggle!!
1440,The Fox in the Forest Duet,2,2,30,30,10,6.979,4113,1.76,1437,12863,18.99,Animals; Card Game; Fantasy,https://boardgamegeek.com/boardgame/288169/the-fox-in-the-forest-duet,"Win tricks to move in the forest, collecting the gems before running out of time."
1441,Carnival of Monsters,2,5,45,45,12,7.222,3036,2.13,979,14724,20.0,Card Game; Fantasy,https://boardgamegeek.com/boardgame/231484/carnival-of-monsters,Capture monsters for your mystical menagerie in this streamlined drafting experience.
1442,New York 1901,2,4,30,60,8,6.787,6511,2.05,1062,14139,34.95,City Building,https://boardgamegeek.com/boardgame/174660/new-york-1901,Collect cards to build iconic New York City skyscrapers in the early 20th century.
1443,Euthia: Torment of Resurrection,1,4,60,480,14,8.543,1503,3.52,1463,4573,,Adventure; Exploration; Fantasy; Fighting,https://boardgamegeek.com/boardgame/295785/euthia-torment-of-resurrection,An open world fantasy RPG board game inspired by classic video games.
1444,Dungeon Fighter,1,6,45,60,14,6.79,7044,1.76,1479,17419,47.19,Action / Dexterity; Exploration; Fantasy; Fighting; Humor; Party Game,https://boardgamegeek.com/boardgame/102548/dungeon-fighter,Test your dice-rolling skills to overcome tricky challenges in dangerous dungeons.
1445,The Magic Labyrinth,2,4,20,30,6,6.814,6529,1.21,1174,27231,,Children's Game; Fantasy; Maze; Memory,https://boardgamegeek.com/boardgame/41916/the-magic-labyrinth,Navigate the unseen labyrinth using only your memory to collect the lost artifacts.
1446,Fief: France 1429,3,6,120,240,13,7.441,2361,3.81,937,3363,,Medieval; Negotiation; Political; Territory Building; Wargame,https://boardgamegeek.com/boardgame/152470/fief-france-1429,"Lead your noble house to greatness through war, negotiations and loads of betrayal."
1447,Unmatched: Hell's Kitchen,2,3,20,40,14,8.207,1308,2.18,523,2171,34.95,Card Game; Comic Book / Strip; Fantasy; Fighting; Movies / TV / Radio theme,https://boardgamegeek.com/boardgame/326934/unmatched-hells-kitchen,Two assassins and a crime-fighting lawyer brawling in the streets? Welcome to Hell.
1448,Qwinto,2,6,15,15,8,6.983,3917,1.33,898,42548,,Dice; Number,https://boardgamegeek.com/boardgame/183006/qwinto,"Toss the dice and mind your sums, columns, and pentagons in this Qwixx sequel."
1449,That Time You Killed Me,2,2,15,30,10,7.361,2419,2.35,2327,12091,,Abstract Strategy; Murder / Mystery,https://boardgamegeek.com/boardgame/344258/that-time-you-killed-me,Prove yourself across all spacetime as the true inventor of the time machine.
1450,Royals,2,5,60,60,10,7.18,2871,2.23,850,7047,39.95,,https://boardgamegeek.com/boardgame/165986/royals,Noble houses scramble to claim strongholds in 17th century Europe.
1451,Ghost Blitz,2,8,20,20,8,6.705,10296,1.13,817,40670,23.03,Action / Dexterity; Card Game; Children's Game; Real-time,https://boardgamegeek.com/boardgame/83195/ghost-blitz,"Quickly identify and grab hold of the correct item in a cluttered, spooky basement."
1452,Rolling Heights,1,4,45,60,14,7.471,2109,2.56,1446,6912,64.94,City Building; Dice; Industry / Manufacturing,https://boardgamegeek.com/boardgame/331820/rolling-heights,Roll your Meeples to build a better city!
1453,Paper Dungeons: A Dungeon Scrawler Game,1,8,30,30,10,7.127,3303,2.11,1187,15130,51.99,Dice; Fantasy; Fighting; Medieval,https://boardgamegeek.com/boardgame/291962/paper-dungeons-a-dungeon-scrawler-game,"Explore dungeons, fight villains and conquer the glory in a hack n slash adventure."
1454,Strasbourg,3,5,60,60,12,7.165,2819,2.74,807,5963,,City Building; Economic; Medieval,https://boardgamegeek.com/boardgame/91873/strasbourg,Get your family members into craft guilds using a unique bidding system.
1455,Council of 4,2,4,40,75,14,7.118,3154,2.66,715,7387,,Economic,https://boardgamegeek.com/boardgame/173101/council-of-4,"Gain the favors of the council, even manipulate them, to build your trading posts."
1456,Ubongo,1,4,25,25,8,6.682,10039,1.5,943,36181,,Puzzle; Real-time,https://boardgamegeek.com/boardgame/16986/ubongo,Race to fill the target shape using a set of polyominoes before your opponents do.
1457,Dale of Merchants 2,2,4,30,30,10,7.289,2593,2.09,529,4007,,Animals; Card Game; Fantasy; Print & Play,https://boardgamegeek.com/boardgame/191597/dale-of-merchants-2,"Learn new techniques, trade goods, and manage your stock to build the master stall!"
1458,Arkadia,2,4,45,60,10,6.916,4421,2.57,762,11062,,City Building,https://boardgamegeek.com/boardgame/25643/arkadia,"Place workers and buildings, get and cash seals as you manipulate their market value."
1459,Agemonia,1,4,60,120,10,8.945,1121,3.32,2415,6991,492.06,Adventure; Exploration; Fantasy,https://boardgamegeek.com/boardgame/270871/agemonia,Live your destiny as a mighty hero or despicable villain.
1460,Liberty or Death: The American Insurrection,1,4,180,360,14,7.751,1701,4.06,1082,2900,75.3,Age of Reason; American Revolutionary War; Political; Wargame,https://boardgamegeek.com/boardgame/165872/liberty-or-death-the-american-insurrection,"GMT COIN Vol V: Join the American Revolution as Patriots, British, Indians, or French"
1461,The Werewolves of Miller's Hollow,8,18,30,30,10,6.685,12444,1.31,706,45472,25.0,Bluffing; Deduction; Horror; Murder / Mystery; Party Game,https://boardgamegeek.com/boardgame/25821/the-werewolves-of-millers-hollow,Be a villager and lynch the werewolves... unless you are a werewolf yourself.
1462,Copenhagen,2,4,20,40,8,6.938,4327,1.68,1316,24501,,City Building; Puzzle,https://boardgamegeek.com/boardgame/269595/copenhagen,Polyomino your way to the grandest facades in the Danish capital.
1463,Watson & Holmes,2,7,45,75,12,7.248,2691,2.16,1379,6249,,Bluffing; Deduction; Murder / Mystery; Novel-based,https://boardgamegeek.com/boardgame/182694/watson-and-holmes,Be first to help Holmes solve the crime by following clues and investigating leads.
1464,Llamaland,2,4,45,45,10,7.274,2572,2.03,934,8437,,Animals; Farming; Territory Building,https://boardgamegeek.com/boardgame/330038/llamaland,Fit your fields together to grow crops and give a good home to llamas.
1465,Perseverance: Castaway Chronicles – Episodes 1 & 2,1,4,80,180,14,7.69,1817,4.24,1256,6435,,City Building; Dice; Exploration; Science Fiction,https://boardgamegeek.com/boardgame/256997/perseverance-castaway-chronicles-episodes-1-and-2,Discover a living dinosaur world in a series of mechanically evolving strategy games.
1466,Fleet,2,4,30,45,10,6.826,5394,2.24,1022,20565,,Card Game; Nautical,https://boardgamegeek.com/boardgame/121297/fleet,"Acquire licenses, launch boats, and fish the great briny blue."
1467,Galileo Galilei,1,4,50,100,12,7.602,1814,3.01,2171,6341,94.99,Renaissance,https://boardgamegeek.com/boardgame/393333/galileo-galilei,"Discover what Galileo himself didn't, find new planets and star systems!"
1468,Princes of the Renaissance,3,6,180,180,12,7.308,2377,3.5,713,3494,49.99,Economic; Negotiation; Renaissance,https://boardgamegeek.com/boardgame/8045/princes-of-the-renaissance,Choose the most profitable side in a series of conflicts to further your own glory!
1469,Star Wars: Unlock!,1,6,60,60,10,7.058,3308,1.88,523,11284,23.77,Card Game; Movies / TV / Radio theme; Puzzle,https://boardgamegeek.com/boardgame/312267/star-wars-unlock,"Rebels, Imperials, and Scum - adventure and mystery await in a galaxy far, far away.."
1470,Rattus,2,4,45,45,10,6.776,6220,2.06,1096,19741,,Animals; Medieval,https://boardgamegeek.com/boardgame/42452/rattus,Manage your population throughout medieval Europe to survive the plague.
1471,Imhotep: The Duel,2,2,30,30,10,7.06,3340,1.97,892,11414,19.95,Ancient,https://boardgamegeek.com/boardgame/255674/imhotep-the-duel,"Unload building materials from ships, but your opponent’s plans might mess up yours."
1472,Castell,2,4,60,90,12,7.393,2120,3.15,687,5096,,Sports,https://boardgamegeek.com/boardgame/238638/castell,Train your Team to build the most impressive human towers in all of Catalonia.
1473,Carcassonne: South Seas,2,5,35,35,8,7.055,3548,1.88,567,14122,,Economic; Nautical,https://boardgamegeek.com/boardgame/147303/carcassonne-south-seas,"Lay tiles to gather fish, shells and bananas to trade with merchant ships."
1474,La Famiglia: The Great Mafia War,4,4,120,180,16,8.0,1513,4.02,1131,2812,,Economic; Mafia; Wargame,https://boardgamegeek.com/boardgame/367517/la-famiglia-the-great-mafia-war,Two teams struggling over the supremacy of Sicily during the Great Mafia War.
1475,Elfenland,2,6,60,60,10,6.673,9203,2.15,843,16640,,Fantasy; Travel,https://boardgamegeek.com/boardgame/10/elfenland,"Use elf transportation (dragon, cloud, raft, unicorn...) to visit the most cities."
1476,Vikings Gone Wild,2,4,45,90,10,7.091,3813,2.22,731,8797,,Card Game; City Building; Fantasy; Humor; Medieval; Mythology; Video Game Theme,https://boardgamegeek.com/boardgame/187377/vikings-gone-wild,Generate gold and beer and attack your neigbors to obtain the gods' favors.
1477,Medieval Academy,2,5,30,30,8,6.931,4144,1.81,828,11882,,Card Game; Medieval,https://boardgamegeek.com/boardgame/154386/medieval-academy,Train to become a knight in several areas of competition.
1478,ito,2,10,10,10,8,7.286,2457,1.02,1376,20008,17.99,Card Game; Number,https://boardgamegeek.com/boardgame/327778/ito,String your thoughts together!
1479,Hamburgum,2,5,75,75,12,7.046,3302,3.07,630,5420,,City Building; Economic; Pike and Shot,https://boardgamegeek.com/boardgame/30381/hamburgum,"Families produce and trade goods, and build up Hamburg in the 17th Century."
1480,Manoeuvre,2,2,60,60,12,7.285,2483,2.12,709,7670,,Napoleonic; Wargame,https://boardgamegeek.com/boardgame/17396/manoeuvre,Tactical napoleonic battles with chess-size 64 spaces game board.
1481,Timeline: Inventions,2,8,15,15,8,6.697,8652,1.09,707,35105,,Card Game; Educational; Trivia,https://boardgamegeek.com/boardgame/85256/timeline-inventions,"Which was invented first, dynamite or the typewriter?"
1482,Agra,2,4,90,120,12,7.276,2539,4.34,975,5560,,Industry / Manufacturing,https://boardgamegeek.com/boardgame/230085/agra,Grow wealth and influence in India by leveraging the Emperor's birthday festivities.
1483,Santiago de Cuba,2,4,40,75,10,6.883,4682,2.15,713,13241,,Economic,https://boardgamegeek.com/boardgame/104347/santiago-de-cuba,Collect goods and meet the demand of those ever-present cargo ships.
1484,Edge of Darkness,1,4,120,120,14,7.472,2109,3.47,1371,6396,,Fantasy,https://boardgamegeek.com/boardgame/229491/edge-of-darkness,Draft and upgrade cards to defend the city from monstrous threats.
1485,Here to Slay,2,6,30,60,10,6.888,8128,1.67,1403,24100,20.0,Animals; Card Game; Dice; Fantasy; Fighting,https://boardgamegeek.com/boardgame/299252/here-to-slay,Powerful heroes band together to slay monsters for their abilities.
1486,Dungeon Twister,2,2,60,60,11,6.808,6110,2.88,1020,10318,,Adventure; Exploration; Fantasy; Fighting; Maze,https://boardgamegeek.com/boardgame/12995/dungeon-twister,Escape the dungeon or die trying in this head-to-head duel of wits.
1487,Deep Rock Galactic: The Board Game,1,4,60,150,12,8.13,1599,2.69,1509,5889,,Miniatures; Science Fiction; Video Game Theme,https://boardgamegeek.com/boardgame/348220/deep-rock-galactic-the-board-game,"Mine precious minerals, survive and fight aliens together on a foreign planet."
1488,BattleTech,2,4,0,0,12,7.096,3666,3.41,253,6641,,Collectible Components; Fighting; Miniatures; Science Fiction; Wargame,https://boardgamegeek.com/boardgame/1540/battletech,No description
1489,Oltréé,2,4,60,60,10,7.461,2228,2.24,1906,9239,,Adventure; Fantasy; Medieval,https://boardgamegeek.com/boardgame/293835/oltree,Rangers help local communities and defend their Kingdom in order to restore hope.
1490,Folklore: The Affliction,1,5,90,120,14,7.643,2240,3.68,1918,6438,,Adventure; Exploration; Fantasy; Horror; Miniatures,https://boardgamegeek.com/boardgame/159504/folklore-the-affliction,Scenario driven co-op adventure in a world of gothic horror.
1491,Carcassonne: Winter Edition,2,5,40,40,8,7.495,2052,1.78,454,7377,,Medieval; Territory Building,https://boardgamegeek.com/boardgame/131014/carcassonne-winter-edition,"Lay tiles to build roads, monasteries, cities & farms in a snowy medieval landscape."
1492,Saboteur,3,10,30,30,8,6.541,35137,1.32,2421,99328,12.99,Bluffing; Card Game; Deduction; Exploration; Fantasy; Party Game,https://boardgamegeek.com/boardgame/9220/saboteur,You are dwarves laying tunnel cards to get gold: but which one of you is the traitor?
1493,TransAmerica,2,6,30,30,13,6.69,8403,1.35,798,41879,32.91,Trains,https://boardgamegeek.com/boardgame/2842/transamerica,Connect your five cities across America on a shared rail network.
1494,Sentient,2,4,30,60,12,7.179,2754,2.2,1221,8061,,Dice; Industry / Manufacturing; Math; Science Fiction,https://boardgamegeek.com/boardgame/223855/sentient,Draft cards to manipulate your dice and collect investors for your technology.
1495,Unlock!: Exotic Adventures,1,6,60,90,10,7.285,2442,2.2,385,7341,36.99,Card Game; Exploration; Puzzle; Real-time,https://boardgamegeek.com/boardgame/254226/unlock-exotic-adventures,"Solve puzzles to escape the Boogeymen, Scheherazade's Last Tale, and the Challenger."
1496,Axis & Allies: Europe 1940,2,6,360,360,12,7.571,2414,3.49,569,2432,84.99,Economic; Wargame; World War II,https://boardgamegeek.com/boardgame/61692/axis-and-allies-europe-1940,"WWII conflict in European Theater with plastic troops, tanks, planes, and ships."
1497,Yukon Airways,1,4,60,90,14,7.316,2357,2.77,813,6434,,Aviation / Flight; Card Game; Dice; Transportation,https://boardgamegeek.com/boardgame/283294/yukon-airways,Deliver passengers while managing your fuel and making improvements to your seaplane.
1498,Mists over Carcassonne,1,5,35,35,8,7.295,2493,2.11,1326,29197,36.98,Medieval,https://boardgamegeek.com/boardgame/358124/mists-over-carcassonne,"Cooperatively lay tiles to keep the ghosts in check, but beware of haunted cemeteries"
1499,Kitchen Rush (Revised Edition),2,4,20,60,8,7.446,2082,2.13,843,14418,,Real-time,https://boardgamegeek.com/boardgame/287938/kitchen-rush-revised-edition,"Juggle orders, prepare dishes, and stock the pantry to satisfy your hungry customers."
1500,Coloma,1,6,60,90,14,7.307,2358,2.96,1268,5283,,American West; City Building,https://boardgamegeek.com/boardgame/264982/coloma,Strike it rich in the frontiers of California - will you boom or bust?
1501,Peloponnes,1,5,45,45,10,7.098,2974,2.37,965,11249,,Ancient; City Building; Civilization,https://boardgamegeek.com/boardgame/42910/peloponnes,"In ancient Greece, build up your population and power. Beware the disasters!"
1502,The Hunger,2,6,60,60,12,7.032,3763,2.31,1320,11190,,Card Game; Horror,https://boardgamegeek.com/boardgame/339906/the-hunger,"As a vampire, you want to hunt humans, but you must return home before sunrise..."
1503,Super-Skill Pinball: 4-Cade,1,4,30,30,12,7.048,3364,2.2,1003,15380,26.31,Dice,https://boardgamegeek.com/boardgame/302524/super-skill-pinball-4-cade,Roll dice and ricochet around a diverse series of thematic pinball tables.
1504,Coffee Rush,2,4,30,30,8,7.122,3629,1.81,1589,21278,39.94,Abstract Strategy,https://boardgamegeek.com/boardgame/377061/coffee-rush,Become the greatest barista by quickly fulfilling coffee and beverage orders.
1505,Pixies,2,5,30,30,8,7.096,3267,1.21,644,41612,17.99,Animals; Card Game; Number,https://boardgamegeek.com/boardgame/411875/pixies,"Choose the right card, place it in the right place, and keep an eye on your opponents"
1506,Critter Kitchen,1,5,60,60,12,7.883,1608,2.51,1702,5800,138.95,Animals,https://boardgamegeek.com/boardgame/393429/critter-kitchen,Gather ingredients to satisfy food challenges and impress a celebrity critic.
1507,Thunderbolt Apache Leader,1,1,90,90,12,8.028,1420,3.23,1086,3796,,Aviation / Flight; Modern Warfare; Wargame,https://boardgamegeek.com/boardgame/123955/thunderbolt-apache-leader,"Plan the missions, select the team & pray the pilots return successfully—or at all."
1508,Hacienda,2,5,60,90,10,6.915,4246,2.63,530,28077,,Animals; Economic; Farming; Territory Building,https://boardgamegeek.com/boardgame/19100/hacienda,"Become the savviest rancher, linking land & herds together before the deck runs out!"
1509,Machina Arcana (Second/Third Edition),1,4,150,150,13,7.897,1607,3.65,1204,4690,,Adventure; Dice; Exploration; Fighting; Horror; Mythology; Science Fiction,https://boardgamegeek.com/boardgame/299121/machina-arcana-secondthird-edition,A group of explorers are traveling the unknown while facing Lovecraftian horrors.
1510,Duelosaur Island,1,2,30,45,10,7.029,3508,2.36,738,8171,,Animals; Card Game; Dice; Science Fiction,https://boardgamegeek.com/boardgame/247236/duelosaur-island,Compete against your rival to build the most exciting dinosaur park in the world.
1511,System Gateway (fan expansion for Android: Netrunner),2,2,45,45,0,9.113,860,3.5,337,6777,,Bluffing; Card Game; Fan Expansion; Science Fiction; Third-party Expansion,https://boardgamegeek.com/boardgame/345976/system-gateway-fan-expansion-for-android-netrunner,"Set in a dystopian future, the race between Megacorporation and Netrunner continues."
1512,Nanty Narking,2,4,60,60,14,7.457,2098,2.32,995,5580,70.0,Bluffing; City Building; Deduction; Miniatures; Post-Napoleonic,https://boardgamegeek.com/boardgame/249746/nanty-narking,"Buy, bribe and murder your way to control of Victorian London's neighborhoods."
1513,A Game of Thrones: The Card Game,2,4,60,120,12,6.803,6340,3.25,470,23404,29.95,Card Game; Collectible Components; Fantasy; Fighting; Negotiation; Novel-based,https://boardgamegeek.com/boardgame/39953/a-game-of-thrones-the-card-game,Command Westeros' factions and plot your path to the Iron Throne.
1514,CloudAge,1,4,60,100,10,7.192,2742,2.84,1469,9362,58.45,Adventure; Aviation / Flight; Science Fiction,https://boardgamegeek.com/boardgame/316858/cloudage,"Travel in airships above dried-up landscapes, visit cities, and battle Cloud militia."
1515,Viceroy,1,4,45,60,13,6.784,5756,2.64,618,13864,29.0,Bluffing; Card Game; City Building; Civilization; Fantasy; Negotiation,https://boardgamegeek.com/boardgame/157526/viceroy,Bid your gems to recruit and build your pyramid of power!
1516,Hostage Negotiator,1,1,20,20,13,6.787,6183,2.06,1651,38457,28.82,Card Game; Dice,https://boardgamegeek.com/boardgame/134253/hostage-negotiator,Talk them down and save the hostages in this dice and card-driven solo game.
1517,Medina,3,4,60,60,10,7.027,3325,2.78,674,5204,,Abstract Strategy; Arabian; City Building; Post-Napoleonic,https://boardgamegeek.com/boardgame/1261/medina,"Collaboratively build a desert city of palaces, but claim the best ones for yourself."
